employee_id,year_month,overtime_hours,absence_days,paid_leave_used_days
E00069,2025-04,4.1,1,0
E00069,2025-05,19.3,0,1
E00069,2025-06,5.6,0,0
E00069,2025-07,42.3,0,1
E00069,2025-08,23.3,0,0
E00069,2025-09,21.4,0,0
E00069,2025-10,20.8,0,1
E00069,2025-11,32.9,2,1
E00069,2025-12,29.7,0,0
E00070,2025-01,26.4,0,1
E00070,2025-02,19.8,1,0
E00070,2025-03,33.2,0,1
E00070,2025-04,19.2,0,0
E00070,2025-05,28.5,0,1
E00070,2025-06,25.6,0,0
E00070,2025-07,22.8,0,0
E00070,2025-08,25.8,0,1
E00070,2025-09,7.3,1,0
E00070,2025-10,29.8,1,1
E00070,2025-11,32.7,0,0
E00070,2025-12,30.4,0,1
E00071,2025-01,24.3,0,1
E00071,2025-02,26.5,0,0
E00071,2025-03,13.8,0,1
E00071,2025-04,32.6,2,0
E00071,2025-05,19.1,0,1
E00071,2025-06,37.6,0,0
E00071,2025-07,10.2,0,1
E00071,2025-08,19.4,1,0
E00071,2025-09,21.1,1,1
E00071,2025-10,7.5,0,0
E00071,2025-11,9.6,3,0
E00071,2025-12,20.3,1,1
E00072,2025-01,7.3,1,0
E00072,2025-02,7.0,0,3
E00072,2025-03,15.2,0,0
E00072,2025-04,3.9,0,2
E00072,2025-05,21.6,0,0
E00072,2025-06,17.5,0,0
E00072,2025-07,20.1,2,1
E00072,2025-08,6.4,0,1
E00072,2025-09,0.0,0,3
E00072,2025-10,18.1,0,0
E00072,2025-11,3.7,0,2
E00072,2025-12,8.2,0,2
E00073,2025-01,14.2,2,0
E00073,2025-02,4.2,0,0
E00073,2025-03,8.0,2,1
E00073,2025-04,11.5,0,0
E00073,2025-05,12.2,1,1
E00073,2025-06,9.3,0,2
E00073,2025-07,3.9,1,0
E00073,2025-08,0.0,0,1
E00073,2025-09,14.9,0,0
E00073,2025-10,20.1,0,1
E00073,2025-11,11.4,1,0
E00073,2025-12,20.5,0,0
E00074,2025-01,15.9,0,1
E00074,2025-02,26.4,2,1
E00074,2025-03,3.9,0,1
E00074,2025-04,2.7,0,2
E00074,2025-05,15.1,0,0
E00074,2025-06,16.0,2,2
E00074,2025-07,11.7,1,0
E00074,2025-08,10.9,0,0
E00074,2025-09,9.2,0,0
E00074,2025-10,23.2,0,0
E00074,2025-11,2.5,1,4
E00074,2025-12,13.5,0,0
E00075,2025-01,24.0,0,1
E00075,2025-02,11.9,0,2
E00075,2025-03,19.3,0,2
E00075,2025-04,6.1,0,3
E00075,2025-05,16.6,1,0
E00075,2025-06,10.8,0,0
E00075,2025-07,8.4,0,0
E00075,2025-08,4.3,1,0
E00075,2025-09,13.8,0,2
E00075,2025-10,11.8,2,0
E00075,2025-11,1.5,0,1
E00075,2025-12,5.9,1,1
E00076,2025-01,22.2,1,0
E00076,2025-02,23.6,1,0
E00076,2025-03,21.0,0,2
E00076,2025-04,33.3,0,2
E00076,2025-05,38.8,2,0
E00076,2025-06,22.3,0,0
E00076,2025-07,23.6,0,3
E00076,2025-08,14.9,0,0
E00076,2025-09,20.8,0,0
E00076,2025-10,18.9,1,0
E00076,2025-11,23.4,0,1
E00076,2025-12,25.4,0,0
E00077,2025-01,9.6,1,1
E00077,2025-02,10.7,0,1
E00077,2025-03,23.8,0,0
E00077,2025-04,9.0,0,0
E00077,2025-05,1.0,0,0
E00077,2025-06,4.4,0,1
E00077,2025-07,24.4,0,0
E00077,2025-08,14.6,0,1
E00077,2025-09,5.1,0,1
E00077,2025-10,22.0,0,1
E00077,2025-11,16.6,1,1
E00077,2025-12,10.7,1,0
E00078,2025-01,10.2,0,0
E00078,2025-02,4.2,1,0
E00078,2025-03,10.5,0,1
E00078,2025-04,11.4,1,1
E00078,2025-05,3.5,0,2
E00078,2025-06,16.3,0,1
E00078,2025-07,29.1,2,1
E00078,2025-08,14.6,1,1
E00078,2025-09,9.6,0,1
E00078,2025-10,18.7,0,3
E00078,2025-11,14.9,1,0
E00078,2025-12,7.3,0,0
E00079,2025-01,8.9,1,0
E00079,2025-02,22.7,1,1
E00079,2025-03,23.2,2,2
E00079,2025-04,12.8,0,0
E00079,2025-05,18.7,1,0
E00079,2025-06,0.0,1,2
E00079,2025-07,23.0,0,1
E00079,2025-08,6.5,1,1
E00079,2025-09,29.5,0,1
E00079,2025-10,17.4,0,1
E00079,2025-11,26.8,0,1
E00079,2025-12,32.9,0,1
E00080,2025-01,26.1,2,0
E00080,2025-02,25.1,0,1
E00080,2025-03,42.3,2,2
E00080,2025-04,37.3,1,2
E00080,2025-05,30.8,1,1
E00080,2025-06,30.4,0,2
E00080,2025-07,31.0,1,0
E00080,2025-08,30.8,0,2
E00080,2025-09,19.9,1,1
E00080,2025-10,19.7,0,1
E00080,2025-11,18.9,0,1
E00080,2025-12,28.9,0,1
E00081,2025-01,21.6,0,1
E00081,2025-02,16.4,0,1
E00081,2025-03,28.2,2,0
E00081,2025-04,6.8,0,0
E00081,2025-05,20.1,0,0
E00081,2025-06,9.1,0,1
E00081,2025-07,18.8,0,1
E00081,2025-08,21.8,0,2
E00081,2025-09,18.3,0,0
E00081,2025-10,30.4,1,0
E00081,2025-11,16.5,0,2
E00081,2025-12,20.3,0,0
E00082,2025-01,7.7,0,2
E00082,2025-02,14.8,0,3
E00082,2025-03,18.5,0,2
E00082,2025-04,10.0,0,2
E00082,2025-05,12.0,0,3
E00082,2025-06,9.9,1,0
E00082,2025-07,13.4,0,0
E00082,2025-08,6.2,0,0
E00082,2025-09,9.8,0,1
E00082,2025-10,12.0,0,1
E00082,2025-11,0.0,0,0
E00082,2025-12,10.3,0,0
E00083,2025-01,27.8,0,1
E00083,2025-02,11.5,0,0
E00083,2025-03,14.4,0,1
E00083,2025-04,23.2,2,2
E00083,2025-05,13.1,0,1
E00083,2025-06,33.6,1,0
E00083,2025-07,29.5,0,2
E00083,2025-08,15.1,1,0
E00083,2025-09,42.3,0,0
E00083,2025-10,15.8,0,1
E00083,2025-11,15.1,0,1
E00083,2025-12,15.6,0,0
E00084,2025-01,5.3,1,0
E00084,2025-02,26.4,0,0
E00084,2025-03,9.9,1,0
E00084,2025-04,14.2,0,1
E00084,2025-05,19.8,0,0
E00084,2025-06,27.1,0,1
E00084,2025-07,16.8,1,0
E00084,2025-08,11.9,0,1
E00084,2025-09,17.8,0,0
E00084,2025-10,17.2,0,3
E00084,2025-11,5.4,1,2
E00084,2025-12,32.9,0,3
E00085,2025-01,15.3,0,0
E00085,2025-02,7.7,0,1
E00085,2025-03,10.0,0,0
E00085,2025-04,9.9,0,0
E00085,2025-05,12.1,0,0
E00085,2025-06,17.2,0,1
E00085,2025-07,7.6,0,2
E00085,2025-08,14.5,0,3
E00085,2025-09,7.8,0,3
E00085,2025-10,7.9,1,3
E00085,2025-11,7.9,0,0
E00085,2025-12,14.6,1,0
E00086,2025-01,33.3,1,1
E00086,2025-02,28.6,1,0
E00086,2025-03,27.1,0,0
E00086,2025-04,24.4,1,0
E00086,2025-05,26.6,0,2
E00086,2025-06,23.6,0,0
E00086,2025-07,36.8,2,2
E00086,2025-08,35.6,0,0
E00086,2025-09,21.2,2,0
E00086,2025-10,16.8,0,2
E00086,2025-11,34.4,0,1
E00086,2025-12,26.3,0,0
E00087,2025-01,22.1,0,2
E00087,2025-02,10.7,0,1
E00087,2025-03,12.8,0,0
E00087,2025-04,17.2,0,2
E00087,2025-05,8.6,0,1
E00087,2025-06,5.8,0,0
E00087,2025-07,11.4,0,0
E00087,2025-08,23.4,0,1
E00087,2025-09,11.0,0,0
E00087,2025-10,8.8,1,0
E00087,2025-11,7.9,0,1
E00087,2025-12,25.0,0,0
E00088,2025-01,13.0,1,0
E00088,2025-02,23.4,1,0
E00088,2025-03,31.9,1,0
E00088,2025-04,25.6,0,2
E00088,2025-05,22.5,0,0
E00088,2025-06,29.6,0,0
E00088,2025-07,12.0,0,0
E00088,2025-08,17.4,0,0
E00088,2025-09,27.3,0,3
E00088,2025-10,21.6,0,0
E00088,2025-11,20.5,2,0
E00088,2025-12,13.2,0,1
E00089,2025-01,22.2,0,1
E00089,2025-02,17.1,0,0
E00089,2025-03,13.3,0,1
E00089,2025-04,26.1,0,1
E00089,2025-05,19.6,0,0
E00089,2025-06,13.5,0,1
E00089,2025-07,8.8,0,1
E00089,2025-08,11.3,0,0
E00089,2025-09,24.0,1,0
E00089,2025-10,2.5,0,1
E00089,2025-11,26.2,1,2
E00089,2025-12,17.2,0,2
E00090,2025-01,0.0,0,1
E00090,2025-02,14.9,1,2
E00090,2025-03,2.8,1,0
E00090,2025-04,21.3,1,2
E00090,2025-05,15.5,0,2
E00090,2025-06,19.3,0,3
E00090,2025-07,22.1,0,0
E00090,2025-08,10.2,0,0
E00090,2025-09,5.9,0,0
E00090,2025-10,0.0,1,1
E00090,2025-11,10.8,1,0
E00090,2025-12,14.0,0,0
E00091,2025-01,31.1,0,2
E00091,2025-02,17.0,0,2
E00091,2025-03,13.2,0,0
E00091,2025-04,36.2,1,1
E00091,2025-05,16.1,1,2
E00091,2025-06,13.7,0,1
E00091,2025-07,24.9,0,1
E00091,2025-08,28.7,0,3
E00091,2025-09,6.5,0,1
E00091,2025-10,34.8,0,0
E00091,2025-11,16.6,0,0
E00091,2025-12,21.9,1,1
E00092,2025-01,25.6,1,0
E00092,2025-02,7.4,3,0
E00092,2025-03,18.0,0,0
E00092,2025-04,22.3,0,2
E00092,2025-05,13.2,0,2
E00092,2025-06,5.0,0,2
E00092,2025-07,24.5,0,0
E00092,2025-08,19.6,0,0
E00092,2025-09,29.2,1,1
E00092,2025-10,22.9,0,2
E00092,2025-11,39.3,1,0
E00092,2025-12,12.9,0,0
E00093,2025-01,4.6,0,1
E00093,2025-02,6.9,0,1
E00093,2025-03,11.0,0,1
E00093,2025-04,3.2,0,1
E00093,2025-05,20.9,1,0
E00093,2025-06,11.7,2,3
E00093,2025-07,11.8,1,2
E00093,2025-08,20.0,0,0
E00093,2025-09,17.2,0,1
E00093,2025-10,8.3,0,3
E00093,2025-11,17.5,0,0
E00093,2025-12,21.6,1,0
E00094,2025-01,22.3,0,2
E00094,2025-02,22.7,0,0
E00094,2025-03,23.2,0,1
E00094,2025-04,18.5,1,0
E00094,2025-05,28.2,0,1
E00094,2025-06,30.6,0,1
E00094,2025-07,32.5,0,0
E00094,2025-08,30.1,1,1
E00094,2025-09,19.8,1,1
E00094,2025-10,24.2,0,1
E00094,2025-11,22.9,0,2
E00094,2025-12,16.5,0,2
E00095,2025-01,21.7,2,0
E00095,2025-02,6.6,0,0
E00095,2025-03,12.1,0,1
E00095,2025-04,0.0,0,1
E00095,2025-05,0.0,0,0
E00095,2025-06,7.9,0,1
E00095,2025-07,30.1,1,0
E00095,2025-08,17.4,1,2
E00095,2025-09,0.9,0,1
E00095,2025-10,14.1,0,0
E00095,2025-11,17.8,0,2
E00095,2025-12,18.0,1,1
E00096,2025-01,27.3,2,1
E00096,2025-02,26.7,0,0
E00096,2025-03,20.6,2,1
E00096,2025-04,34.1,0,2
E00096,2025-05,26.7,0,0
E00096,2025-06,22.1,0,0
E00096,2025-07,19.6,1,1
E00096,2025-08,31.7,0,1
E00096,2025-09,24.8,2,2
E00096,2025-10,13.5,1,0
E00096,2025-11,28.9,0,1
E00096,2025-12,38.1,1,0
E00097,2025-01,24.5,0,0
E00097,2025-02,42.2,2,0
E00097,2025-03,15.0,0,0
E00097,2025-04,16.1,0,0
E00097,2025-05,23.2,0,1
E00097,2025-06,25.4,0,1
E00097,2025-07,24.5,1,0
E00097,2025-08,30.8,0,0
E00097,2025-09,28.1,2,0
E00097,2025-10,29.0,1,1
E00097,2025-11,25.6,0,2
E00097,2025-12,34.0,0,0
E00098,2025-01,14.5,0,0
E00098,2025-02,17.4,0,0
E00098,2025-03,37.2,2,0
E00098,2025-04,22.8,0,2
E00098,2025-05,14.4,1,2
E00098,2025-06,21.9,2,0
E00098,2025-07,29.4,1,1
E00098,2025-08,13.2,0,1
E00098,2025-09,13.4,1,1
E00098,2025-10,13.5,1,0
E00098,2025-11,19.8,1,1
E00098,2025-12,21.0,1,1
E00099,2025-01,8.5,0,2
E00099,2025-02,30.0,0,0
E00099,2025-03,9.8,0,0
E00099,2025-04,3.7,0,1
E00099,2025-05,19.4,1,1
E00099,2025-06,29.0,1,3
E00099,2025-07,20.1,0,1
E00099,2025-08,20.8,1,0
E00099,2025-09,13.0,1,1
E00099,2025-10,35.0,0,0
E00099,2025-11,25.5,1,0
E00099,2025-12,15.1,0,0
E00100,2025-01,21.9,0,0
E00100,2025-02,24.8,2,0
E00100,2025-03,20.7,0,0
E00100,2025-04,18.6,0,1
E00100,2025-05,11.8,0,0
E00100,2025-06,23.0,0,1
E00100,2025-07,6.6,0,0
E00100,2025-08,9.3,1,1
E00100,2025-09,19.2,0,0
E00100,2025-10,22.6,0,0
E00100,2025-11,27.8,0,0
E00100,2025-12,18.4,1,1
E00101,2025-01,14.3,0,2
E00101,2025-02,5.0,1,0
E00101,2025-03,35.6,1,1
E00101,2025-04,16.6,0,0
E00101,2025-05,11.6,0,1
E00101,2025-06,19.3,1,0
E00101,2025-07,7.6,1,1
E00101,2025-08,21.8,0,0
E00101,2025-09,24.6,2,2
E00101,2025-10,31.2,0,0
E00101,2025-11,19.9,0,1
E00101,2025-12,23.6,0,2
E00102,2025-01,38.6,1,0
E00102,2025-02,35.0,0,0
E00102,2025-03,30.5,0,0
E00102,2025-04,34.4,1,1
E00102,2025-05,24.0,0,0
E00102,2025-06,18.1,0,1
E00102,2025-07,47.3,1,3
E00102,2025-08,38.6,0,0
E00102,2025-09,31.7,0,2
E00102,2025-10,13.6,0,0
E00102,2025-11,13.5,0,4
E00102,2025-12,29.8,0,1
E00103,2025-01,0.0,0,0
E00103,2025-02,11.2,0,1
E00103,2025-03,12.5,0,0
E00103,2025-04,3.4,0,1
E00103,2025-05,15.8,2,1
E00103,2025-06,13.1,0,0
E00103,2025-07,0.0,0,1
E00103,2025-08,17.1,0,0
E00103,2025-09,16.8,0,0
E00103,2025-10,7.1,0,0
E00103,2025-11,18.2,0,2
E00103,2025-12,16.3,1,2
E00104,2025-01,27.5,0,0
E00104,2025-02,27.8,0,0
E00104,2025-03,12.3,0,2
E00104,2025-04,34.4,0,0
E00104,2025-05,30.5,0,1
E00104,2025-06,36.1,0,2
E00104,2025-07,30.5,0,0
E00104,2025-08,37.9,0,0
E00104,2025-09,36.0,1,3
E00104,2025-10,39.2,0,0
E00104,2025-11,42.5,1,0
E00104,2025-12,26.8,0,0
E00105,2025-01,14.5,1,0
E00105,2025-02,15.4,0,0
E00105,2025-03,1.1,1,1
E00105,2025-04,11.0,0,0
E00105,2025-05,0.9,1,1
E00105,2025-06,0.0,0,0
E00105,2025-07,21.8,1,0
E00105,2025-08,11.3,1,0
E00105,2025-09,0.0,1,1
E00105,2025-10,12.7,0,1
E00105,2025-11,12.2,0,0
E00105,2025-12,10.6,2,1
E00106,2025-01,23.0,0,0
E00106,2025-02,16.9,0,0
E00106,2025-03,10.8,2,0
E00106,2025-04,8.0,0,0
E00106,2025-05,12.6,0,0
E00106,2025-06,32.4,0,0
E00106,2025-07,15.3,1,2
E00106,2025-08,12.3,0,1
E00106,2025-09,0.0,1,1
E00106,2025-10,0.0,0,1
E00106,2025-11,16.3,0,1
E00106,2025-12,12.3,1,1
E00107,2025-01,28.5,0,0
E00107,2025-02,15.3,0,1
E00107,2025-03,0.0,2,1
E00107,2025-04,9.1,2,0
E00107,2025-05,4.5,0,0
E00107,2025-06,16.1,0,2
E00107,2025-07,19.2,1,0
E00107,2025-08,19.4,0,0
E00107,2025-09,2.4,0,0
E00107,2025-10,3.9,0,1
E00107,2025-11,0.0,1,0
E00107,2025-12,16.5,0,1
E00108,2025-01,11.4,0,2
E00108,2025-02,22.9,0,1
E00108,2025-03,24.2,0,1
E00108,2025-04,11.5,0,0
E00108,2025-05,23.0,0,0
E00108,2025-06,13.9,0,0
E00108,2025-07,15.8,0,1
E00108,2025-08,38.8,1,0
E00108,2025-09,24.5,0,1
E00108,2025-10,20.9,1,1
E00108,2025-11,18.9,0,1
E00108,2025-12,20.1,0,0
E00109,2025-01,38.0,2,2
E00109,2025-02,39.5,0,0
E00109,2025-03,32.6,0,0
E00109,2025-04,35.9,0,2
E00109,2025-05,31.1,0,0
E00109,2025-06,18.7,0,1
E00109,2025-07,32.0,2,0
E00109,2025-08,27.3,1,3
E00109,2025-09,38.3,1,0
E00109,2025-10,41.3,1,2
E00109,2025-11,32.2,1,1
E00109,2025-12,37.6,0,3
E00110,2025-01,27.1,1,0
E00110,2025-02,16.1,0,0
E00110,2025-03,15.0,1,1
E00110,2025-04,34.7,0,1
E00110,2025-05,10.7,0,1
E00110,2025-06,19.9,0,2
E00110,2025-07,22.2,0,0
E00110,2025-08,21.2,2,0
E00110,2025-09,15.7,0,0
E00110,2025-10,27.0,1,0
E00110,2025-11,34.9,0,1
E00110,2025-12,13.8,0,3
E00111,2025-01,10.7,0,1
E00111,2025-02,18.5,0,2
E00111,2025-03,36.3,0,1
E00111,2025-04,25.1,0,0
E00111,2025-05,17.6,0,1
E00111,2025-06,38.0,0,0
E00111,2025-07,20.9,0,0
E00111,2025-08,15.9,0,1
E00111,2025-09,27.3,1,0
E00111,2025-10,12.2,0,3
E00111,2025-11,6.5,1,0
E00111,2025-12,26.6,1,1
E00112,2025-01,28.8,1,1
E00112,2025-02,27.7,0,1
E00112,2025-03,25.9,0,0
E00112,2025-04,18.9,0,0
E00112,2025-05,10.6,1,0
E00112,2025-06,27.1,0,1
E00112,2025-07,29.4,0,0
E00112,2025-08,35.7,1,1
E00112,2025-09,29.7,0,1
E00112,2025-10,31.3,0,3
E00112,2025-11,25.1,2,1
E00112,2025-12,20.0,0,1
E00113,2025-01,27.5,0,2
E00113,2025-02,5.4,0,0
E00113,2025-03,32.1,0,0
E00113,2025-04,23.0,0,1
E00113,2025-05,34.4,0,0
E00113,2025-06,22.1,0,2
E00113,2025-07,24.0,0,1
E00113,2025-08,17.9,0,1
E00113,2025-09,22.8,0,0
E00113,2025-10,14.8,0,0
E00113,2025-11,21.5,0,1
E00113,2025-12,14.9,0,3
E00114,2025-01,16.1,0,3
E00114,2025-02,19.3,0,0
E00114,2025-03,20.6,0,0
E00114,2025-04,24.5,0,0
E00114,2025-05,21.6,0,0
E00114,2025-06,16.2,0,0
E00114,2025-07,10.6,1,1
E00114,2025-08,15.3,0,3
E00114,2025-09,10.1,1,0
E00114,2025-10,26.0,0,1
E00114,2025-11,24.8,0,0
E00114,2025-12,19.0,0,1
E00115,2025-01,20.5,1,0
E00115,2025-02,22.3,0,0
E00115,2025-03,42.4,1,0
E00115,2025-04,24.1,0,1
E00115,2025-05,21.0,0,0
E00115,2025-06,46.9,0,3
E00115,2025-07,21.4,1,1
E00115,2025-08,30.6,0,0
E00115,2025-09,18.7,0,2
E00115,2025-10,22.4,1,2
E00115,2025-11,40.9,0,2
E00115,2025-12,34.0,2,1
E00116,2025-01,15.2,0,1
E00116,2025-02,25.4,1,0
E00116,2025-03,19.9,0,1
E00116,2025-04,0.0,0,0
E00116,2025-05,18.9,1,0
E00116,2025-06,15.0,0,0
E00116,2025-07,27.3,1,1
E00116,2025-08,14.1,0,0
E00116,2025-09,14.4,0,0
E00116,2025-10,37.0,2,2
E00116,2025-11,18.1,0,0
E00116,2025-12,18.1,0,0
E00117,2025-01,16.0,0,0
E00117,2025-02,14.5,1,2
E00117,2025-03,16.6,0,0
E00117,2025-04,7.5,0,2
E00117,2025-05,18.8,0,1
E00117,2025-06,13.4,0,1
E00117,2025-07,7.9,0,0
E00117,2025-08,23.7,0,0
E00117,2025-09,6.1,0,1
E00117,2025-10,11.9,0,1
E00117,2025-11,0.0,0,1
E00117,2025-12,4.9,0,2
E00118,2025-01,11.2,0,3
E00118,2025-02,22.2,2,0
E00118,2025-03,6.8,1,3
E00118,2025-04,6.9,1,1
E00118,2025-05,17.2,0,0
E00118,2025-06,17.5,0,1
E00118,2025-07,0.0,0,3
E00118,2025-08,5.3,0,0
E00118,2025-09,13.2,0,2
E00118,2025-10,8.5,0,1
E00118,2025-11,13.9,0,1
E00118,2025-12,6.2,1,1
E00119,2025-01,9.1,0,0
E00119,2025-02,18.4,0,1
E00119,2025-03,20.7,0,1
E00119,2025-04,34.2,0,0
E00119,2025-05,22.0,0,0
E00119,2025-06,15.4,0,0
E00119,2025-07,11.8,0,0
E00119,2025-08,33.7,0,1
E00119,2025-09,22.6,2,0
E00119,2025-10,17.7,0,0
E00119,2025-11,22.6,3,1
E00119,2025-12,27.8,0,0
E00120,2025-01,20.5,0,1
E00120,2025-02,2.9,0,0
E00120,2025-03,22.2,0,2
E00120,2025-04,22.9,0,0
E00120,2025-05,17.2,0,1
E00120,2025-06,21.6,2,2
E00120,2025-07,17.1,0,0
E00120,2025-08,18.2,0,1
E00120,2025-09,11.9,0,0
E00120,2025-10,25.0,0,2
E00120,2025-11,12.7,0,0
E00120,2025-12,32.7,1,0
E00121,2025-01,13.2,0,0
E00121,2025-02,7.3,1,0
E00121,2025-03,15.3,0,2
E00121,2025-04,2.4,0,0
E00121,2025-05,6.1,0,0
E00121,2025-06,5.8,0,0
E00121,2025-07,0.0,0,0
E00121,2025-08,12.7,0,1
E00121,2025-09,24.5,1,0
E00121,2025-10,8.8,2,0
E00121,2025-11,15.2,0,1
E00121,2025-12,4.2,0,1
E00122,2025-01,7.4,0,2
E00122,2025-02,13.1,2,1
E00122,2025-03,16.9,0,1
E00122,2025-04,8.4,1,0
E00122,2025-05,2.5,0,1
E00122,2025-06,4.9,0,0
E00122,2025-07,10.9,0,1
E00122,2025-08,5.7,0,1
E00122,2025-09,10.0,0,1
E00122,2025-10,1.8,0,1
E00122,2025-11,16.2,0,1
E00122,2025-12,17.5,0,0
E00123,2025-01,22.1,0,1
E00123,2025-02,28.1,0,2
E00123,2025-03,31.0,1,2
E00123,2025-04,30.4,0,1
E00123,2025-05,15.2,0,0
E00123,2025-06,35.5,0,1
E00123,2025-07,33.7,1,0
E00123,2025-08,16.6,2,0
E00123,2025-09,45.8,1,0
E00123,2025-10,31.5,1,0
E00123,2025-11,32.3,0,0
E00123,2025-12,29.7,3,0
E00124,2025-01,27.4,2,0
E00124,2025-02,24.4,0,0
E00124,2025-03,27.8,0,1
E00124,2025-04,13.2,1,1
E00124,2025-05,42.2,0,2
E00124,2025-06,25.6,1,0
E00124,2025-07,29.7,0,0
E00124,2025-08,28.4,0,1
E00124,2025-09,24.6,1,2
E00124,2025-10,24.4,0,1
E00124,2025-11,14.8,1,0
E00124,2025-12,35.0,0,0
E00125,2025-01,16.1,1,1
E00125,2025-02,26.8,0,0
E00125,2025-03,11.7,1,1
E00125,2025-04,6.4,0,0
E00125,2025-05,9.3,0,0
E00125,2025-06,29.1,1,0
E00125,2025-07,1.0,0,2
E00125,2025-08,31.0,0,2
E00125,2025-09,11.8,0,0
E00125,2025-10,28.4,0,0
E00125,2025-11,16.9,1,1
E00125,2025-12,9.0,2,0
E00126,2025-01,17.0,0,1
E00126,2025-02,13.1,1,1
E00126,2025-03,3.4,0,1
E00126,2025-04,3.4,0,0
E00126,2025-05,21.3,1,2
E00126,2025-06,6.6,0,0
E00126,2025-07,10.7,0,1
E00126,2025-08,24.0,0,3
E00126,2025-09,20.6,0,0
E00126,2025-10,11.1,0,0
E00126,2025-11,21.9,0,0
E00126,2025-12,13.9,0,0
E00127,2025-01,7.1,0,3
E00127,2025-02,16.9,0,0
E00127,2025-03,7.9,1,3
E00127,2025-04,19.7,0,0
E00127,2025-05,38.1,1,1
E00127,2025-06,21.1,0,0
E00127,2025-07,16.9,0,0
E00127,2025-08,23.9,1,0
E00127,2025-09,22.6,1,0
E00127,2025-10,19.7,1,2
E00127,2025-11,29.0,0,0
E00127,2025-12,28.4,0,2
E00128,2025-01,39.5,1,2
E00128,2025-02,26.4,1,2
E00128,2025-03,34.9,1,1
E00128,2025-04,46.4,0,2
E00128,2025-05,21.3,0,4
E00128,2025-06,38.1,0,0
E00128,2025-07,27.3,1,1
E00128,2025-08,35.8,0,2
E00128,2025-09,19.3,2,1
E00128,2025-10,22.7,0,3
E00128,2025-11,8.4,0,3
E00128,2025-12,31.7,0,3
E00129,2025-01,14.7,0,0
E00129,2025-02,14.5,0,1
E00129,2025-03,15.9,1,2
E00129,2025-04,13.0,0,0
E00129,2025-05,22.2,0,3
E00129,2025-06,3.5,1,0
E00129,2025-07,18.7,0,0
E00129,2025-08,6.6,0,0
E00129,2025-09,27.6,0,2
E00129,2025-10,22.7,0,1
E00129,2025-11,9.4,0,0
E00129,2025-12,19.8,0,0
E00130,2025-01,29.8,1,2
E00130,2025-02,19.9,0,1
E00130,2025-03,12.2,0,0
E00130,2025-04,16.3,0,0
E00130,2025-05,22.2,0,0
E00130,2025-06,29.7,0,0
E00130,2025-07,11.9,2,0
E00130,2025-08,6.5,2,0
E00130,2025-09,26.7,0,0
E00130,2025-10,24.9,1,0
E00130,2025-11,12.6,0,0
E00130,2025-12,15.4,0,0
E00131,2025-01,20.1,0,0
E00131,2025-02,0.0,0,1
E00131,2025-03,0.0,1,0
E00131,2025-04,12.2,0,0
E00131,2025-05,17.2,0,1
E00131,2025-06,19.3,1,0
E00131,2025-07,25.3,0,0
E00131,2025-08,16.7,0,0
E00131,2025-09,14.0,2,0
E00131,2025-10,5.1,0,1
E00131,2025-11,14.9,1,0
E00131,2025-12,11.0,0,1
E00132,2025-01,15.5,0,2
E00132,2025-02,14.1,0,0
E00132,2025-03,2.9,0,1
E00132,2025-04,10.9,0,0
E00132,2025-05,14.1,0,2
E00132,2025-06,0.0,0,0
E00132,2025-07,9.4,0,0
E00132,2025-08,10.9,0,0
E00132,2025-09,20.6,0,2
E00132,2025-10,2.7,0,0
E00132,2025-11,21.2,0,1
E00132,2025-12,26.5,0,2
E00133,2025-01,19.1,2,0
E00133,2025-02,14.5,0,1
E00133,2025-03,4.0,1,0
E00133,2025-04,17.7,1,1
E00133,2025-05,13.1,0,0
E00133,2025-06,6.5,0,1
E00133,2025-07,12.8,0,2
E00133,2025-08,0.0,1,2
E00133,2025-09,4.1,0,0
E00133,2025-10,12.9,0,1
E00133,2025-11,18.1,0,0
E00133,2025-12,0.0,0,0
E00134,2025-01,0.0,0,1
E00134,2025-02,1.9,0,0
E00134,2025-03,21.6,0,0
E00134,2025-04,15.8,0,0
E00134,2025-05,7.3,0,0
E00134,2025-06,7.7,1,1
E00134,2025-07,7.6,0,1
E00134,2025-08,19.7,0,0
E00134,2025-09,8.7,2,1
E00134,2025-10,11.1,1,0
E00134,2025-11,21.0,0,2
E00134,2025-12,5.7,0,0
E00135,2025-01,9.8,0,0
E00135,2025-02,0.0,0,0
E00135,2025-03,7.9,1,0
E00135,2025-04,12.4,0,2
E00135,2025-05,20.5,1,0
E00135,2025-06,12.1,0,0
E00135,2025-07,13.3,0,0
E00135,2025-08,31.5,0,0
E00135,2025-09,21.7,0,0
E00135,2025-10,6.6,1,0
E00135,2025-11,9.4,0,1
E00135,2025-12,17.9,1,0
E00136,2025-01,10.1,1,1
E00136,2025-02,33.5,0,2
E00136,2025-03,13.6,0,0
E00136,2025-04,10.1,0,0
E00136,2025-05,24.7,0,1
E00136,2025-06,24.1,0,0
E00136,2025-07,6.9,0,0
E00136,2025-08,8.3,0,0
E00136,2025-09,33.0,0,0
E00136,2025-10,11.5,1,1
E00136,2025-11,28.7,0,1
E00136,2025-12,29.6,1,1
E00137,2025-01,0.8,1,0
E00137,2025-02,24.4,0,2
E00137,2025-03,34.6,1,1
E00137,2025-04,14.1,0,1
E00137,2025-05,15.8,0,0
E00137,2025-06,4.6,0,1
E00137,2025-07,5.7,0,4
E00137,2025-08,29.8,1,0
